,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Award,MeanPrice,USDPrice,Country
561,Yoann Conte,"13 Vieille-Route-des-Pensières, Veyrier-du-Lac, 74290, France",Veyrier-du-Lac,180,330,EUR,Creative,2 MICHELIN Stars,255.0,283.0755, France
562,La Villa Madie,"Avenue du Revestel, Cassis, 13260, France",Cassis,140,250,EUR,Mediterranean,2 MICHELIN Stars,195.0,216.4695, France
563,Le Skiff Club,"1 avenue Louis-Gaume, Pyla-sur-Mer, 33115, France",Pyla-sur-Mer,170,210,EUR,Modern,2 MICHELIN Stars,190.0,210.919, France
564,Michel Sarran,"21 boulevard Armand-Duportal, Toulouse, 31000, France",Toulouse,65,180,EUR,Creative,2 MICHELIN Stars,122.5,135.98725, France
565,Auberge de l'Ill,"2 rue de Collonges-au-Mont-d'Or, Illhaeusern, 68970, France",Illhaeusern,120,247,EUR,Classic,2 MICHELIN Stars,183.5,203.70335, France
566,William Frachot,"Hostellerie du Chapeau Rouge, 5 rue Michelet, Dijon, 21000, France",Dijon,62,172,EUR,Creative,2 MICHELIN Stars,117.0,129.8817, France
567,La Merise,"7 rue d'Eschbach, Laubach, 67580, France",Laubach,79,157,EUR,Modern,2 MICHELIN Stars,118.0,130.9918, France
568,L'Auberge des Glazicks,"7 rue de la Plage, Plomodiern, 29550, France",Plomodiern,75,190,EUR,Creative,2 MICHELIN Stars,132.5,147.08825, France
569,ex Maison Jeunet/Hôtel de Paris,"9 rue de l'Hôtel-de-Ville, Arbois, 39600, France",Arbois,65,155,EUR,Creative,2 MICHELIN Stars,110.0,122.111, France
570,Bras,"Route de l'Aubrac, Laguiole, 12210, France",Laguiole,170,245,EUR,Creative,2 MICHELIN Stars,207.5,230.34575, France
571,La Voile - La Réserve Ramatuelle,"Chemin de la Quessine, Ramatuelle, 83350, France",Ramatuelle,160,210,EUR,Modern,2 MICHELIN Stars,185.0,205.3685, France
572,La Table de Franck Putelat,"80 chemin des Anglais, au Sud de la Cité, Carcassonne, 11000, France",Carcassonne,75,230,EUR,Modern,2 MICHELIN Stars,152.5,169.29025, France
573,La Chèvre d'Or,"Rue du Barri, Èze, 06360, France",Èze,135,280,EUR,Creative,2 MICHELIN Stars,207.5,230.34575, France
574,La Maison d'à Côté,"17 rue de Chambord, Montlivault, 41350, France",Montlivault,57,218,EUR,Modern,2 MICHELIN Stars,137.5,152.63875, France
575,Mère Brazier,"12 rue Royale, Lyon, 69001, France",Lyon,90,300,EUR,Classic,2 MICHELIN Stars,195.0,216.4695, France
576,La Grand'Vigne - Les Sources de Caudalie,"Chemin de Smith-Haut-Lafitte, Martillac, 33650, France",Martillac,165,205,EUR,Modern,2 MICHELIN Stars,185.0,205.3685, France
577,Maison Aribert,"280 allée du Jeune-Bayard, Uriage-les-Bains, 38410, France",Uriage-les-Bains,115,195,EUR,Creative,2 MICHELIN Stars,155.0,172.0655, France
578,Flaveur,"25 rue Gubernatis, Nice, 06000, France",Nice,100,200,EUR,Creative,2 MICHELIN Stars,150.0,166.515, France
579,Ma Langue Sourit,"1 rue Remich, Oetrange, 5331, Luxembourg",Oetrange,60,160,EUR,Modern,2 MICHELIN Stars,110.0,122.111, Luxembourg
580,bon bon,"avenue de Tervueren 453, Woluwe-Saint-Pierre, 1150, Belgium",Woluwe-Saint-Pierre,235,245,EUR,Creative,2 MICHELIN Stars,240.0,266.424, Belgium
581,De Jonkman,"Maalsesteenweg 438, Sint-Kruis, 8310, Belgium",Sint-Kruis,75,315,EUR,Creative,2 MICHELIN Stars,195.0,216.4695, Belgium
582,d'Eugénie à Emilie,"place de la Résistance 1, Baudour, 7331, Belgium",Baudour,85,170,EUR,French,2 MICHELIN Stars,127.5,141.53775, Belgium
583,L'Eau Vive,"route de Floreffe 37, Arbre, 5170, Belgium",Arbre,60,165,EUR,French,2 MICHELIN Stars,112.5,124.88625, Belgium
584,Hostellerie Le Fox,"Walckierstraat 2, De Panne, 8660, Belgium",De Panne,69,180,EUR,French,2 MICHELIN Stars,124.5,138.20745, Belgium
585,Nuance,"Kiliaanstraat 8, Duffel, 2570, Belgium",Duffel,75,215,EUR,Creative,2 MICHELIN Stars,145.0,160.9645, Belgium
586,La Durée,"Leenstraat 28, Izegem, 8870, Belgium",Izegem,100,232,EUR,Creative,2 MICHELIN Stars,166.0,184.2766, Belgium
587,L'Air du Temps,"rue de la Croix Monet 2, Liernu, 5310, Belgium",Liernu,95,210,EUR,Creative,2 MICHELIN Stars,152.5,169.29025, Belgium
588,Le Chalet de la Forêt,"drêve de Lorraine 43, Uccle, 1180, Belgium",Uccle,79,207,EUR,Creative,2 MICHELIN Stars,143.0,158.7443, Belgium
589,Bartholomeus,"Zeedijk 267, Heist, 8301, Belgium",Heist,210,210,EUR,Modern,2 MICHELIN Stars,210.0,233.121, Belgium
590,Vrijmoed,"Vlaanderenstraat 22, Gent, 9000, Belgium",Gent,69,203,EUR,Creative,2 MICHELIN Stars,136.0,150.9736, Belgium
591,The Jane,"Paradeplein 1, Antwerpen, 2018, Belgium",Antwerpen,230,230,EUR,Creative,2 MICHELIN Stars,230.0,255.323, Belgium
592,Ralf Berendsen,"Paalsteenlaan 90, Neerharen, 3620, Belgium",Neerharen,130,245,EUR,Creative,2 MICHELIN Stars,187.5,208.14375, Belgium
593,La Table de Maxime,"Our 23, Our, 6852, Belgium",Our,70,167,EUR,Modern,2 MICHELIN Stars,118.5,131.54685, Belgium
594,Comme chez Soi,"place Rouppe 23, Brussels, 1000, Belgium",Brussels,69,298,EUR,Classic,2 MICHELIN Stars,183.5,203.70335, Belgium
595,Boury,"Rumbeeksesteenweg 300, Roeselare, 8800, Belgium",Roeselare,100,160,EUR,French,2 MICHELIN Stars,130.0,144.313, Belgium
596,Slagmolen,"Molenweg 177, Opglabbeek, 3660, Belgium",Opglabbeek,80,185,EUR,Traditional,2 MICHELIN Stars,132.5,147.08825, Belgium
597,Hostellerie St-Nicolas,"Veurnseweg 532, Elverdinge, 8906, Belgium",Elverdinge,55,195,EUR,Creative,2 MICHELIN Stars,125.0,138.7625, Belgium
598,Castor,"Kortrijkseweg 164, Beveren-Leie, 8791, Belgium",Beveren-Leie,55,161,EUR,French,2 MICHELIN Stars,108.0,119.8908, Belgium
599,Pastorale,"Laarstraat 22, Reet, 2840, Belgium",Reet,85,195,EUR,Creative,2 MICHELIN Stars,140.0,155.414, Belgium
600,Château du Mylord,"rue Saint-Mortier 35, Ellezelles, 7890, Belgium",Ellezelles,95,270,EUR,Contemporary,2 MICHELIN Stars,182.5,202.59325, Belgium
601,Cuchara,"Lepelstraat 3, Lommel, 3920, Belgium",Lommel,175,215,EUR,Creative,2 MICHELIN Stars,195.0,216.4695, Belgium
602,La Paix,"rue Ropsy-Chaudron 49, Anderlecht, 1070, Belgium",Anderlecht,105,235,EUR,Asian,2 MICHELIN Stars,170.0,188.717, Belgium
603,D.O.M.,"Rua Barão de Capanema 549, São Paulo, 01411-011, Brazil",São Paulo,415,700,BRL,Creative,2 MICHELIN Stars,557.5,116.750127336867, Brazil
604,Ryo Gastronomia,"Rua Pedroso Alvarenga 665, São Paulo, 04531-001, Brazil",São Paulo,160,650,BRL,Japanese,2 MICHELIN Stars,405.0,84.8139938501009, Brazil
605,Oteque,"Rua Conde de Irajá 581, Rio de Janeiro, 22271-020, Brazil",Rio de Janeiro,440,440,BRL,Modern,2 MICHELIN Stars,440.0,92.1435982568998, Brazil
606,Oro,"Avenida General San Martin 889, Rio de Janeiro, 22441-015, Brazil",Rio de Janeiro,445,555,BRL,Creative,2 MICHELIN Stars,500.0,104.708634382841, Brazil
607,Speiseberg,"Kröllwitzer Straße 45, Halle (saale), 06120, Germany",Halle (saale),100,100,EUR,Modern,1 MICHELIN Star,100.0,111.01, Germany
608,Aska,"Watmarkt 5, Regensburg, 93047, Germany",Regensburg,95,120,EUR,Japanese,1 MICHELIN Star,107.5,119.33575, Germany
609,PUR,"Hintereck 1, Berchtesgaden, 83471, Germany",Berchtesgaden,105,185,EUR,Modern,1 MICHELIN Star,145.0,160.9645, Germany
610,Mühle,"Unterer Mühlenweg 13, Schluchsee, 79859, Germany",Schluchsee,89,115,EUR,French,1 MICHELIN Star,102.0,113.2302, Germany
611,Pietsch,"Breite Straße 53a, Wernigerode, 38855, Germany",Wernigerode,120,140,EUR,Japanese,1 MICHELIN Star,130.0,144.313, Germany
612,Traube,"Alemannenstraße 19, Efringen-Kirchen, 79588, Germany",Efringen-Kirchen,89,120,EUR,Modern,1 MICHELIN Star,104.5,116.00545, Germany
613,Iuma,"Hagener Straße 231, Dortmund, 44229, Germany",Dortmund,98,153,EUR,Japanese,1 MICHELIN Star,125.5,139.31755, Germany
614,Stadtpfeiffer,"Augustusplatz 8, Leipzig, 04109, Germany",Leipzig,120,150,EUR,French,1 MICHELIN Star,135.0,149.8635, Germany
615,Schwingshackl ESSKULTUR Gourmet,"An der Isarlust 1, Bad Tölz, 83646, Germany",Bad Tölz,75,125,EUR,French,1 MICHELIN Star,100.0,111.01, Germany
616,Roter Hahn,"Rote-Hahnen-Gasse 10, Regensburg, 93047, Germany",Regensburg,45,160,EUR,Modern,1 MICHELIN Star,102.5,113.78525, Germany
617,Coeur D'Artichaut,"Alter Fischmarkt 11A, Münster, 48143, Germany",Münster,100,160,EUR,French,1 MICHELIN Star,130.0,144.313, Germany
618,Hummels Gourmetstube,"Heitzenhofener Straße 16, Duggendorf, 93182, Germany",Duggendorf,75,85,EUR,Market,1 MICHELIN Star,80.0,88.808, Germany
619,VILLINO,"Mittenbuch 6, Lindau, 88131, Germany",Lindau,106,158,EUR,Asian,1 MICHELIN Star,132.0,146.5332, Germany
620,Kulmeck by Tom Wickboldt,"Kulmstraße 17, Heringsdorf, 17424, Germany",Heringsdorf,115,150,EUR,Modern,1 MICHELIN Star,132.5,147.08825, Germany
621,astrein,"Krefelder Straße 37, Cologne, 50670, Germany",Cologne,99,129,EUR,Modern,1 MICHELIN Star,114.0,126.5514, Germany
622,Weinschänke Schloss Groenesteyn,"Oberstraße 36, Kiedrich, 65399, Germany",Kiedrich,75,185,EUR,Modern,1 MICHELIN Star,130.0,144.313, Germany
623,Werneckhof Sigi Schelling,"Werneckstraße 11, Munich, 80802, Germany",Munich,75,160,EUR,French,1 MICHELIN Star,117.5,130.43675, Germany
624,Balthazar,"Strandstraße 94, Timmendorfer Strand, 23669, Germany",Timmendorfer Strand,119,159,EUR,Innovative,1 MICHELIN Star,139.0,154.3039, Germany
625,Bricole,"Senefelderstraße 30, Berlin, 10437, Germany",Berlin,69,79,EUR,French,1 MICHELIN Star,74.0,82.1474, Germany
626,Votum,"Hannah-Arendt-Platz 1, Hanover, 30159, Germany",Hanover,130,194,EUR,Creative,1 MICHELIN Star,162.0,179.8362, Germany
627,s'Äpfle,"Kaiserpfalzstraße 50, Bodman-Ludwigshafen, 78351, Germany",Bodman-Ludwigshafen,109,169,EUR,Modern,1 MICHELIN Star,139.0,154.3039, Germany
628,Shiraz,"Wittener Straße 288, Wuppertal, 42279, Germany",Wuppertal,96,160,EUR,French,1 MICHELIN Star,128.0,142.0928, Germany
629,Alte Liebe,"Alpenstraße 21, Augsburg, 86159, Germany",Augsburg,95,110,EUR,Modern,1 MICHELIN Star,102.5,113.78525, Germany
630,Irma la Douce,"Potsdamer Straße 102, Berlin, 10785, Germany",Berlin,89,89,EUR,French,1 MICHELIN Star,89.0,98.7989, Germany
631,Troyka,"Rurstraße 19, Erkelenz, 41812, Germany",Erkelenz,135,135,EUR,Russian,1 MICHELIN Star,135.0,149.8635, Germany
632,OX,"Mauerstraße 6, Darmstadt, 64283, Germany",Darmstadt,110,190,EUR,Modern,1 MICHELIN Star,150.0,166.515, Germany
633,Michael's Leitenberg,"Weiherweg 3, Frasdorf, 83112, Germany",Frasdorf,79,149,EUR,Creative,1 MICHELIN Star,114.0,126.5514, Germany
634,L'étable,"Linggplatz 11, Bad Hersfeld, 36251, Germany",Bad Hersfeld,86,126,EUR,Seasonal,1 MICHELIN Star,106.0,117.6706, Germany
635,Petit Amour,"Spritzenplatz 11, Hamburg, 22765, Germany",Hamburg,169,190,EUR,French,1 MICHELIN Star,179.5,199.26295, Germany
636,"Gourmetrestaurant ""fine dining RS""","Burg Staufeneck 1, Salach, 73084, Germany",Salach,108,172,EUR,French,1 MICHELIN Star,140.0,155.414, Germany
637,Gabelspiel,"Zehentbauernstraße 20, Munich, 81539, Germany",Munich,135,145,EUR,Market,1 MICHELIN Star,140.0,155.414, Germany
638,Acquarello,"Mühlbaurstraße 36, Munich, 81677, Germany",Munich,55,185,EUR,Italian,1 MICHELIN Star,120.0,133.212, Germany
639,Clostermanns Le Gourmet,"Heerstraße 2a, Niederkassel, 53859, Germany",Niederkassel,89,149,EUR,Creative,1 MICHELIN Star,119.0,132.1019, Germany
640,Camers Schlossrestaurant,"Schlossstraße 25, Hohenkammer, 85411, Germany",Hohenkammer,130,150,EUR,Asian,1 MICHELIN Star,140.0,155.414, Germany
641,Sartory,"Maximilianstraße 40, Augsburg, 86150, Germany",Augsburg,159,189,EUR,Modern,1 MICHELIN Star,174.0,193.1574, Germany
642,Gasthof Krone,"Nürtinger Straße 14, Waldenbuch, 71111, Germany",Waldenbuch,66,108,EUR,Classic,1 MICHELIN Star,87.0,96.5787, Germany
643,Schwarz Gourmet,"Weinstraße Süd 1, Kirchheim an der Weinstraße, 67281, Germany",Kirchheim an der Weinstraße,129,159,EUR,French,1 MICHELIN Star,144.0,159.8544, Germany
644,Keidenzeller Hof,"Fürther Straße 11, Langenzenn, 90579, Germany",Langenzenn,75,120,EUR,Modern,1 MICHELIN Star,97.5,108.23475, Germany
645,Zeik,"Sierichstraße 112, Hamburg, 22299, Germany",Hamburg,89,99,EUR,Market,1 MICHELIN Star,94.0,104.3494, Germany
646,Carmelo Greco,"Ziegelhüttenweg 1, Frankfurt on the Main, 60598, Germany",Frankfurt on the Main,93,120,EUR,Italian,1 MICHELIN Star,106.5,118.22565, Germany
647,5,"Bolzstraße 8, Stuttgart, 70173, Germany",Stuttgart,95,179,EUR,Modern,1 MICHELIN Star,137.0,152.0837, Germany
648,Français,"Am Kaiserplatz, Frankfurt on the Main, 60311, Germany",Frankfurt on the Main,69,205,EUR,French,1 MICHELIN Star,137.0,152.0837, Germany
649,Genießer Stube,"Weghausstraße 20, Friedland, 37133, Germany",Friedland,59,150,EUR,Classic,1 MICHELIN Star,104.5,116.00545, Germany
650,Gourmetrestaurant Dirk Maus,"Sandhof 7, Heidesheim am Rhein, 55262, Germany",Heidesheim am Rhein,95,140,EUR,French,1 MICHELIN Star,117.5,130.43675, Germany
651,Schwarzer Hahn,"Am Marktplatz 1, Deidesheim, 67146, Germany",Deidesheim,115,164,EUR,French,1 MICHELIN Star,139.5,154.85895, Germany
652,Bachofer,"Marktplatz 6, Waiblingen, 71332, Germany",Waiblingen,40,158,EUR,Creative,1 MICHELIN Star,99.0,109.8999, Germany
653,Zur Krone,"Hauptstraße 25, Neupotz, 76777, Germany",Neupotz,120,132,EUR,Market,1 MICHELIN Star,126.0,139.8726, Germany
654,The O'ROOM,"Kulmstraße 33, Heringsdorf, 17424, Germany",Heringsdorf,150,150,EUR,Creative,1 MICHELIN Star,150.0,166.515, Germany
655,"Christian & Friends, Tastekitchen","Nonnengasse 5, Fulda, 36037, Germany",Fulda,95,95,EUR,Modern,1 MICHELIN Star,95.0,105.4595, Germany
656,Friedrich Franz,"Prof.-Dr.-Vogel-Straße 6, Bad Doberan, 18209, Germany",Bad Doberan,159,249,EUR,Modern,1 MICHELIN Star,204.0,226.4604, Germany
657,Nagaya,"Klosterstraße 42, Düsseldorf, 40211, Germany",Düsseldorf,89,198,EUR,Japanese,1 MICHELIN Star,143.5,159.29935, Germany
658,Richard,"Köpenicker Straße 174, Berlin, 10997, Germany",Berlin,86,98,EUR,French,1 MICHELIN Star,92.0,102.1292, Germany
659,Merkles Restaurant,"Hauptstraße 2, Endingen am Kaiserstuhl, 79346, Germany",Endingen am Kaiserstuhl,85,129,EUR,Modern,1 MICHELIN Star,107.0,118.7807, Germany
660,Seestern,"Friedrichsau 50, Ulm, 89073, Germany",Ulm,85,169,EUR,French,1 MICHELIN Star,127.0,140.9827, Germany
661,Setzkasten,"Berliner Allee 52, Düsseldorf, 40212, Germany",Düsseldorf,39,129,EUR,Modern,1 MICHELIN Star,84.0,93.2484, Germany
662,Agata's,"Kirchfeldstraße 59, Düsseldorf, 40217, Germany",Düsseldorf,109,139,EUR,Modern,1 MICHELIN Star,124.0,137.6524, Germany
663,Oettinger's Restaurant,"Fellbacher Straße 2, Fellbach, 70736, Germany",Fellbach,88,127,EUR,French,1 MICHELIN Star,107.5,119.33575, Germany
664,Cordo,"Große Hamburger Straße 32, Berlin, 10115, Germany",Berlin,135,150,EUR,Creative,1 MICHELIN Star,142.5,158.18925, Germany
665,Kucher's Gourmet,"Karl-Kaufmann-Straße 2, Darscheid, 54552, Germany",Darscheid,85,119,EUR,Modern,1 MICHELIN Star,102.0,113.2302, Germany
666,Hirsch,"Im Dorf 12, Sonnenbühl, 72820, Germany",Sonnenbühl,58,125,EUR,Market,1 MICHELIN Star,91.5,101.57415, Germany
667,Philipp,"Hauptstraße 12, Sommerhausen, 97286, Germany",Sommerhausen,65,155,EUR,French,1 MICHELIN Star,110.0,122.111, Germany
668,maiBeck,"Am Frankenturm 5, Cologne, 50667, Germany",Cologne,55,59,EUR,Modern,1 MICHELIN Star,57.0,63.2757, Germany
669,Haubentaucher,"Seestraße 30, Rottach-Egern, 83700, Germany",Rottach-Egern,70,100,EUR,International,1 MICHELIN Star,85.0,94.3585, Germany
670,Da Vinci,"Deinhardplatz 3, Koblenz, 56068, Germany",Koblenz,129,158,EUR,French,1 MICHELIN Star,143.5,159.29935, Germany
671,Wielandshöhe,"Alte Weinsteige 71, Stuttgart, 70597, Germany",Stuttgart,95,150,EUR,French,1 MICHELIN Star,122.5,135.98725, Germany
672,Adler,"Reichenbacher Hauptstraße 18, Lahr, 77933, Germany",Lahr,84,179,EUR,French,1 MICHELIN Star,131.5,145.97815, Germany
673,Haus Stemberg,"Kuhlendahler Straße 295, Velbert, 42553, Germany",Velbert,42,105,EUR,Market,1 MICHELIN Star,73.5,81.59235, Germany
674,1876 Daniel Dal-Ben,"Grunerstraße 42a, Düsseldorf, 40239, Germany",Düsseldorf,130,198,EUR,Creative,1 MICHELIN Star,164.0,182.0564, Germany
675,Malathounis,"Gartenstraße 5, Kernen im Remstal, 71394, Germany",Kernen im Remstal,54,98,EUR,Mediterranean,1 MICHELIN Star,76.0,84.3676, Germany
676,Zur Post,"Altenberger-Dom-Straße 23, Odenthal, 51519, Germany",Odenthal,65,145,EUR,Modern,1 MICHELIN Star,105.0,116.5605, Germany
677,Burg Nideggen - Brockel Schlimbach,"Kirchgasse 10 a, Nideggen, 52385, Germany",Nideggen,125,140,EUR,Modern,1 MICHELIN Star,132.5,147.08825, Germany
678,einsunternull,"Hannoversche Straße 1, Berlin, 10115, Germany",Berlin,155,185,EUR,Creative,1 MICHELIN Star,170.0,188.717, Germany
679,La Bécasse,"Hanbrucher Straße 1, Aachen, 52064, Germany",Aachen,39,118,EUR,French,1 MICHELIN Star,78.5,87.14285, Germany
680,Das Grace,"Fördepromenade 30, Flensburg, 24944, Germany",Flensburg,105,140,EUR,Market,1 MICHELIN Star,122.5,135.98725, Germany
681,Zeitwerk,"Große Bergstraße 2, Wernigerode, 38855, Germany",Wernigerode,120,140,EUR,Creative,1 MICHELIN Star,130.0,144.313, Germany
682,PAVO im Burghotel Falkenstein,"Auf dem Falkenstein 1, Pfronten, 87459, Germany",Pfronten,135,140,EUR,Modern,1 MICHELIN Star,137.5,152.63875, Germany
683,Alt Wyk,"Große Straße 4, Wyk, 25938, Germany",Wyk,79,110,EUR,Classic,1 MICHELIN Star,94.5,104.90445, Germany
684,Gasthof zum Bad,"Burghof 11, Langenau, 89129, Germany",Langenau,72,136,EUR,Market,1 MICHELIN Star,104.0,115.4504, Germany
685,Buchner Welchenberg 1658,"Freymannstraße 15, Niederwinkling, 94559, Germany",Niederwinkling,72,149,EUR,Modern,1 MICHELIN Star,110.5,122.66605, Germany
686,L.A. Jordan,"Ketschauerhofstraße 1, Deidesheim, 67146, Germany",Deidesheim,175,205,EUR,Creative,1 MICHELIN Star,190.0,210.919, Germany
687,mural,"Hotterstraße 12, Munich, 80331, Germany",Munich,155,155,EUR,Creative,1 MICHELIN Star,155.0,172.0655, Germany
688,Frieda,"Menckestraße 48, Leipzig, 04155, Germany",Leipzig,81,113,EUR,Creative,1 MICHELIN Star,97.0,107.6797, Germany
689,Goldener Anker,"Lippetor 4, Dorsten, 46282, Germany",Dorsten,105,155,EUR,Modern,1 MICHELIN Star,130.0,144.313, Germany
690,Atelier Sanssouci,"Augustusweg 48, Radebeul, 01445, Germany",Radebeul,89,139,EUR,Modern,1 MICHELIN Star,114.0,126.5514, Germany
691,Die Brasserie,"Landauer Straße 105, Pirmasens, 66953, Germany",Pirmasens,36,109,EUR,Contemporary,1 MICHELIN Star,72.5,80.48225, Germany
692,Werners Restaurant,"Schloss Eberstein 1, Gernsbach, 76593, Germany",Gernsbach,98,120,EUR,French,1 MICHELIN Star,109.0,121.0009, Germany
693,Masa Japanese ,"Hanauer Landstraße 131, Frankfurt on the Main, 60314, Germany",Frankfurt on the Main,120,140,EUR,Japanese,1 MICHELIN Star,130.0,144.313, Germany
694,La  Rademacher,"Dellbrücker Hauptstraße 176, Cologne, 51069, Germany",Cologne,75,115,EUR,French,1 MICHELIN Star,95.0,105.4595, Germany
695,maximilian lorenz,"Johannisstraße 64, Cologne, 50668, Germany",Cologne,123,152,EUR,Market,1 MICHELIN Star,137.5,152.63875, Germany
696,Marly,"Rheinvorlandstraße 7, Mannheim, 68159, Germany",Mannheim,49,129,EUR,Mediterranean,1 MICHELIN Star,89.0,98.7989, Germany
697,Le Jardin de France,"Lichtentaler Straße 13, Baden-Baden, 76530, Germany",Baden-Baden,45,115,EUR,French,1 MICHELIN Star,80.0,88.808, Germany
698,Wullenwever,"Beckergrube 71, Lübeck, 23552, Germany",Lübeck,85,125,EUR,Mediterranean,1 MICHELIN Star,105.0,116.5605, Germany
699,Schwitzer's am Park,"Etzenroterstraße 4, Waldbronn, 76337, Germany",Waldbronn,99,189,EUR,Classic,1 MICHELIN Star,144.0,159.8544, Germany
700,KUNO 1408,"Neubaustraße 7, Würzburg, 97070, Germany",Würzburg,89,126,EUR,Creative,1 MICHELIN Star,107.5,119.33575, Germany
701,taku,"Trankgasse 1, Cologne, 50667, Germany",Cologne,35,130,EUR,Asian,1 MICHELIN Star,82.5,91.58325, Germany
702,Gourmet Restaurant im Schlosshotel Münchhausen,"Schwöbber 9, Aerzen, 31855, Germany",Aerzen,130,190,EUR,French,1 MICHELIN Star,160.0,177.616, Germany
703,Restaurant 1797,"Gut Panker, Panker, 24321, Germany",Panker,119,119,EUR,French,1 MICHELIN Star,119.0,132.1019, Germany
704,Le Gourmet,"Hirschgasse 3, Heidelberg, 69120, Germany",Heidelberg,110,160,EUR,French,1 MICHELIN Star,135.0,149.8635, Germany
705,Oben,"Am Kohlhof 5, Heidelberg, 69117, Germany",Heidelberg,140,140,EUR,Seasonal,1 MICHELIN Star,140.0,155.414, Germany
706,Mühlenhelle,"Hohler Straße 1, Gummersbach, 51645, Germany",Gummersbach,52,139,EUR,French,1 MICHELIN Star,95.5,106.01455, Germany
707,Alte Schule - Klassenzimmer,"Zur Alten Schule 5, Feldberger Seenlandschaft, 17258, Germany",Feldberger Seenlandschaft,110,160,EUR,Modern,1 MICHELIN Star,135.0,149.8635, Germany
708,The Stage,"Karlsbader Straße 1A, Dortmund, 44225, Germany",Dortmund,89,125,EUR,French,1 MICHELIN Star,107.0,118.7807, Germany
